EMG_Ch1,EMG_Ch2,EMG_Ch3,EMG_Ch4,EMG_Ch5,EMG_Ch6,EMG_Ch7,EMG_Ch8,Quat_1,Quat_2,Quat_3,Quat_4,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z
51,32,36,41,61,43,29,37,9861,-2760,12603,2172,-22,-2,-11,-2055,3,-528
44,35,36,36,63,41,29,35,9861,-2760,12603,2172,-22,-2,-11,-2055,3,-528
46,35,31,43,66,45,32,33,9860,-2760,12604,2172,-14,-2,-6,-2045,13,-539
58,31,33,45,68,46,32,34,9860,-2760,12604,2172,-8,-2,-5,-2054,-8,-541
57,28,39,45,65,43,36,34,9859,-2760,12604,2172,-8,-4,-5,-2051,2,-533
54,29,33,44,67,44,37,27,9859,-2760,12605,2172,-3,-5,-3,-2047,18,-534
51,27,34,50,62,44,49,32,9858,-2760,12605,2172,-8,-8,-2,-2051,22,-532
50,33,35,45,58,46,50,34,9858,-2760,12606,2172,0,-11,1,-2032,13,-538
36,35,36,43,50,47,50,33,9857,-2760,12606,2172,-4,-11,0,-2045,25,-537
37,35,33,44,44,68,50,34,9856,-2759,12607,2173,1,-11,0,-2048,23,-541
40,36,32,45,51,67,49,39,9856,-2759,12607,2173,-14,-13,4,-2048,4,-534
61,39,32,38,50,69,42,37,9856,-2760,12607,2172,6,-8,9,-2034,-30,-512
61,35,33,36,48,66,41,38,9857,-2756,12608,2165,36,-9,19,-2036,-46,-530
63,39,30,39,56,69,39,40,9859,-2747,12611,2155,71,-6,33,-2041,-55,-523
73,42,37,58,56,54,54,45,9864,-2729,12613,2142,121,-16,42,-2054,-19,-506
96,42,40,69,78,57,55,58,9864,-2705,12619,2132,136,-21,46,-2045,65,-572
117,38,42,69,81,57,54,89,9863,-2683,12625,2133,86,-28,41,-2041,117,-576
124,43,43,75,93,57,54,89,9860,-2671,12629,2141,21,-28,29,-2041,116,-573
124,38,46,76,89,55,54,91,9857,-2664,12631,2150,-6,-34,12,-2057,109,-588
119,36,39,68,90,48,45,90,9854,-2658,12633,2157,5,-40,-6,-2066,132,-603
101,39,36,58,69,46,43,81,9855,-2650,12633,2161,28,-65,-26,-2074,149,-610
61,47,46,58,66,49,39,45,9859,-2645,12630,2172,-6,-83,-51,-2095,215,-600
40,87,173,57,53,50,39,44,9861,-2660,12620,2198,-148,-97,-81,-2125,200,-601
