EMG_Ch1,EMG_Ch2,EMG_Ch3,EMG_Ch4,EMG_Ch5,EMG_Ch6,EMG_Ch7,EMG_Ch8,Quat_1,Quat_2,Quat_3,Quat_4,Acc_x,Acc_y,Acc_z,Gyro_x,Gyro_y,Gyro_z
137,185,125,258,234,290,226,253,9633,-1021,13141,-1375,-221,223,246,-1824,-415,-837
127,175,121,256,232,273,204,238,9633,-1021,13141,-1375,-221,223,246,-1824,-415,-837
120,126,84,253,224,286,203,219,9589,-1024,13182,-1285,-411,206,225,-2083,-350,-868
105,94,78,259,218,298,204,199,9566,-1052,13206,-1183,-565,130,185,-2109,-396,-701
109,66,79,245,213,297,217,231,9558,-1069,13217,-1108,-393,66,136,-2086,-349,-636
120,56,78,186,193,262,200,257,9558,-1081,13222,-1037,-348,48,93,-2166,-253,-595
122,53,78,201,227,281,216,277,9568,-1097,13217,-981,-305,0,78,-2440,-397,-644
123,43,76,196,222,250,187,278,9591,-1076,13203,-971,20,-32,113,-2493,-430,-603
124,39,67,200,222,245,191,281,9620,-1036,13184,-981,169,-23,135,-2348,-397,-460
121,41,60,181,211,230,173,244,9640,-992,13173,-990,201,-23,114,-2124,-269,-514
117,44,65,247,231,289,188,280,9641,-974,13172,-1000,84,-2,103,-1998,-470,-643
109,45,64,234,216,291,188,272,9640,-951,13173,-1026,171,-27,108,-1773,-493,-664
107,67,71,238,214,295,180,265,9629,-923,13182,-1044,163,-9,139,-1770,-457,-772
106,77,74,222,212,291,174,265,9621,-883,13189,-1059,207,-23,130,-1854,-336,-782
89,75,71,217,199,283,171,256,9628,-837,13186,-1080,278,-41,65,-1889,-187,-656
64,93,67,111,130,169,129,150,9633,-804,13182,-1092,226,-84,-35,-1924,-60,-735
100,231,154,89,79,140,125,154,9645,-786,13175,-1092,158,-139,-179,-2037,155,-774
157,422,286,81,76,127,130,189,9675,-782,13152,-1101,172,-217,-326,-2282,213,-739
175,466,295,80,67,119,136,188,9724,-805,13111,-1146,208,-247,-477,-2576,-26,-583
193,540,329,90,74,125,145,200,9785,-829,13060,-1191,253,-342,-636,-2892,205,-656
215,557,347,86,74,123,145,197,9863,-865,12993,-1252,313,-506,-799,-3296,197,-797
208,612,353,90,69,104,114,167,9979,-851,12895,-1353,750,-712,-989,-3677,628,-767
174,511,261,83,64,91,95,117,10111,-825,12770,-1555,1191,-754,-1181,-2892,568,-338
157,473,255,82,57,76,76,105,10190,-851,12681,-1747,910,-635,-1162,-2162,244,-513
143,401,213,72,49,56,50,64,10219,-1047,12618,-1922,59,-447,-1122,-1422,-1051,-359
119,440,198,70,41,44,46,56,10186,-1347,12595,-2053,-577,-217,-1132,-1596,-1754,-599
107,382,164,60,34,38,40,50,10157,-1625,12549,-2263,-224,-171,-1059,-1108,-2206,-311
108,371,161,60,33,42,39,47,10137,-1798,12484,-2562,564,-185,-911,-1099,-2298,-369
110,369,161,58,36,43,40,45,10145,-1861,12396,-2893,1202,-308,-842,-1197,-1804,-448
